employee_id,age,experience_years,monthly_salary,shift_type,overtime_hours,attendance_percentage,leave_count,performance_rating,distance_from_home_km,attrition
EMP0484,53,31,28184,Rotational,47,90,11,2,10,0
EMP0485,42,21,42897,Night,42,88,4,4,6,1
EMP0486,38,19,14889,Rotational,56,65,5,1,26,1
EMP0487,53,34,21569,Day,50,88,14,5,42,0
EMP0488,27,7,33657,Rotational,49,91,0,3,3,0
EMP0489,54,35,22141,Day,20,68,10,3,3,0
EMP0490,26,5,31656,Day,40,96,5,3,6,0
EMP0491,41,19,33618,Rotational,7,82,4,1,49,0
EMP0492,52,32,23934,Night,21,75,3,3,10,0
EMP0493,52,33,35286,Rotational,50,77,9,3,38,0
EMP0494,53,34,19612,Rotational,53,78,4,5,13,0
EMP0495,35,16,44069,Night,4,61,7,1,38,1
EMP0496,56,35,28205,Day,16,69,8,4,12,0
EMP0497,49,29,39331,Rotational,36,71,10,4,46,0
EMP0498,41,20,25934,Night,13,77,13,3,49,0
EMP0499,40,20,22095,Night,38,78,11,2,27,0
EMP0500,49,27,37958,Day,40,97,1,1,8,0
EMP0501,54,33,30706,Night,27,96,5,2,5,0
EMP0502,29,8,43472,Day,30,86,2,1,36,0
EMP0503,30,8,35004,Rotational,16,73,14,1,38,0
EMP0504,40,20,32431,Night,34,93,1,5,43,0
EMP0505,42,23,43385,Rotational,39,61,11,3,30,0
EMP0506,52,30,16663,Night,21,92,13,5,37,1
EMP0507,58,39,24818,Night,44,78,12,2,29,1
EMP0508,47,28,34686,Rotational,47,86,0,2,22,0
EMP0509,34,12,35977,Night,52,89,3,4,14,1
EMP0510,37,17,30454,Rotational,28,66,7,5,10,0
EMP0511,42,23,25358,Rotational,9,86,2,5,11,0
EMP0512,39,17,18668,Day,17,80,4,5,35,0
EMP0513,30,9,21921,Rotational,34,66,13,4,23,0
EMP0514,36,15,44328,Day,43,84,9,5,8,0
EMP0515,53,32,20859,Rotational,15,97,4,5,21,0
EMP0516,29,7,35970,Night,49,77,4,5,37,1
EMP0517,58,37,20872,Rotational,48,92,10,5,28,0
EMP0518,36,17,31230,Night,6,92,8,2,31,0
EMP0519,29,8,38708,Day,29,91,14,3,28,0
EMP0520,26,5,30847,Night,18,84,7,2,42,1
EMP0521,24,5,39105,Rotational,54,73,7,5,27,0
EMP0522,45,24,16922,Night,59,97,12,1,40,1
EMP0523,31,12,16392,Day,22,97,12,1,21,0
EMP0524,48,27,25541,Night,7,63,0,4,9,1
EMP0525,36,17,31551,Night,16,77,0,2,29,0
EMP0526,33,12,31381,Rotational,20,69,1,4,15,0
EMP0527,22,3,34948,Rotational,25,94,13,4,33,0
EMP0528,52,30,38728,Night,56,94,7,1,37,1
EMP0529,29,10,14024,Day,27,99,9,2,47,0
EMP0530,42,21,28713,Night,58,82,0,3,36,1
EMP0531,38,17,14486,Day,38,84,14,2,28,0
EMP0532,53,33,13155,Day,32,60,3,4,10,1
EMP0533,40,21,22082,Day,39,77,8,5,23,0
EMP0534,33,11,30569,Night,18,74,1,4,28,0
EMP0535,56,37,19086,Day,28,84,2,2,34,0
EMP0536,59,40,14317,Night,19,91,10,1,5,1
EMP0537,56,34,16491,Day,19,79,5,2,18,0
EMP0538,31,12,27916,Day,9,76,12,3,6,0
EMP0539,48,26,27248,Night,11,70,14,5,42,0
EMP0540,22,0,14511,Rotational,55,72,10,5,47,1
EMP0541,52,33,36226,Rotational,32,84,9,4,23,0
EMP0542,40,21,37025,Night,55,79,2,2,28,1
EMP0543,46,25,19848,Night,24,84,14,1,41,0
EMP0544,28,7,26274,Rotational,24,90,14,3,13,0
EMP0545,35,15,42958,Rotational,52,60,3,4,25,1
EMP0546,29,9,28304,Rotational,3,75,8,2,7,0
EMP0547,26,7,23294,Night,3,87,8,1,2,0
EMP0548,27,5,38425,Day,8,80,9,2,16,0
EMP0549,34,14,15175,Night,14,89,4,1,2,1
EMP0550,55,36,39775,Rotational,55,62,6,2,36,1
EMP0551,24,4,21425,Day,25,93,8,2,2,0
EMP0552,30,8,38013,Night,14,65,7,4,49,1
EMP0553,57,38,39928,Rotational,25,88,10,2,38,0
EMP0554,59,37,20210,Night,27,62,6,2,10,1
EMP0555,26,7,14759,Day,6,92,11,4,14,0
EMP0556,44,24,28091,Rotational,31,70,7,4,27,0
EMP0557,19,0,12002,Night,11,64,4,5,15,1
EMP0558,22,2,42160,Day,34,91,4,5,21,0
EMP0559,46,26,32707,Day,51,77,4,4,12,1
EMP0560,54,33,27248,Night,31,79,0,3,43,1
EMP0561,55,34,17773,Day,8,98,5,1,33,1
EMP0562,36,17,24786,Rotational,13,99,4,4,40,0
EMP0563,25,6,27037,Day,12,87,7,5,22,0
EMP0564,18,0,13885,Night,55,72,7,2,38,1
EMP0565,39,17,28331,Rotational,59,85,1,4,44,0
EMP0566,34,14,34495,Day,43,75,10,4,48,0
EMP0567,24,3,25450,Day,32,84,5,5,18,0
EMP0568,42,20,21491,Rotational,31,69,11,5,44,0
EMP0569,21,1,21268,Rotational,18,88,10,3,2,0
EMP0570,53,32,39757,Day,29,97,9,5,29,0
EMP0571,23,4,18791,Rotational,15,79,9,5,7,0
EMP0572,48,28,40314,Night,11,85,14,5,31,0
EMP0573,36,17,40583,Day,9,91,5,2,41,0
EMP0574,56,34,33550,Night,1,98,2,4,18,0
EMP0575,44,22,12093,Day,17,97,0,4,9,0
EMP0576,27,6,21967,Night,12,83,6,5,8,0
EMP0577,43,23,28218,Night,28,90,9,3,33,0
EMP0578,36,17,20627,Rotational,23,99,4,5,5,0
EMP0579,56,35,16947,Day,37,71,11,3,48,0
EMP0580,20,0,35178,Rotational,11,95,11,4,14,0
EMP0581,30,8,40876,Rotational,59,69,9,3,13,1
EMP0582,45,25,34908,Day,59,65,4,3,11,1
EMP0583,37,18,31971,Night,28,66,10,1,20,1
EMP0584,45,25,44584,Day,21,90,7,3,23,0
EMP0585,25,6,20959,Day,35,86,11,3,45,0
EMP0586,58,39,40261,Day,0,67,4,2,27,0
EMP0587,56,36,27835,Rotational,42,62,4,4,15,1
EMP0588,18,0,31257,Day,54,99,0,5,30,0
EMP0589,20,0,15346,Day,39,80,1,1,16,0
EMP0590,30,10,42807,Day,33,60,4,3,45,0
EMP0591,45,23,42418,Night,33,74,6,2,40,0
EMP0592,42,20,23340,Night,47,66,2,2,18,1
EMP0593,50,30,21597,Night,32,74,11,5,47,0
EMP0594,55,35,37557,Night,3,84,14,5,42,0
EMP0595,23,1,19737,Rotational,37,62,0,4,23,0
EMP0596,49,30,29276,Rotational,29,89,10,3,36,0
EMP0597,38,18,19310,Day,52,73,11,2,38,0
EMP0598,33,12,31344,Rotational,51,63,1,1,8,1
EMP0599,38,17,22391,Night,45,95,2,4,39,1
EMP0600,28,7,22892,Day,19,62,11,3,29,0
EMP0601,54,34,23197,Day,25,64,8,5,12,0
EMP0602,53,34,25050,Night,14,84,7,3,18,0
EMP0603,52,33,25535,Night,6,90,14,5,19,0
EMP0604,36,14,17122,Night,6,70,3,3,36,1
EMP0605,37,17,21852,Rotational,49,67,7,1,33,1
EMP0606,35,16,17387,Day,28,85,12,4,5,0
EMP0607,58,38,43759,Night,22,61,8,5,39,1
EMP0608,31,9,19146,Day,33,87,2,1,28,1
EMP0609,32,10,12560,Day,19,69,5,2,26,1
EMP0610,48,26,13312,Rotational,14,98,7,1,43,0
EMP0611,18,0,30205,Day,32,96,9,1,21,0
EMP0612,20,0,23595,Night,52,98,6,1,23,1
EMP0613,33,11,34030,Night,16,80,8,5,21,0
EMP0614,40,20,33329,Day,19,87,6,2,11,0
EMP0615,28,7,14651,Day,56,97,0,4,42,1
EMP0616,29,8,22006,Rotational,12,92,8,1,39,0
EMP0617,27,5,33966,Night,43,70,11,5,16,1
EMP0618,49,27,39846,Night,23,60,4,5,33,1
EMP0619,33,14,33774,Day,53,92,5,4,27,0
EMP0620,25,5,16083,Day,46,62,1,3,1,1
EMP0621,55,33,20749,Day,55,85,14,2,44,0
EMP0622,29,10,42783,Night,36,74,1,2,16,0
EMP0623,41,21,29325,Day,6,73,12,1,5,1
EMP0624,45,23,30680,Rotational,7,82,3,3,46,0
EMP0625,25,6,29323,Rotational,22,67,3,2,18,0
EMP0626,45,26,34684,Day,13,95,4,1,41,0
EMP0627,53,33,24213,Rotational,3,79,6,3,34,0
EMP0628,43,24,43831,Rotational,20,65,12,5,44,0
EMP0629,25,5,39713,Rotational,45,92,10,1,25,0
EMP0630,45,25,19187,Rotational,9,87,11,3,42,0
EMP0631,45,25,44800,Rotational,21,97,14,4,34,1
EMP0632,54,33,44583,Night,29,89,0,2,15,0
EMP0633,58,39,26408,Day,29,76,9,1,4,0
EMP0634,53,33,34369,Rotational,59,68,3,5,4,1
EMP0635,44,22,15414,Day,15,87,12,1,25,0
EMP0636,34,13,31510,Rotational,10,66,8,2,41,0
EMP0637,26,5,24120,Night,21,87,7,2,13,0
EMP0638,50,31,17295,Night,28,76,2,3,42,1
EMP0639,37,17,32460,Rotational,24,99,5,5,46,0
EMP0640,30,11,26963,Rotational,57,64,10,3,25,1
EMP0641,45,24,23580,Rotational,13,64,8,5,3,0
EMP0642,46,26,34286,Night,13,73,7,1,35,0
EMP0643,30,8,39328,Night,1,65,6,1,48,1
EMP0644,52,32,31093,Day,53,66,6,3,9,1
EMP0645,23,2,33605,Night,12,76,0,4,14,0
EMP0646,35,13,18722,Rotational,2,68,14,2,22,0
EMP0647,22,2,18766,Day,29,90,4,3,48,0
EMP0648,42,20,27928,Night,17,81,6,3,9,0
EMP0649,19,0,33274,Night,53,68,13,1,24,1
EMP0650,27,6,32612,Rotational,35,75,12,2,23,0
EMP0651,47,25,41047,Day,20,95,1,3,37,0
EMP0652,22,3,13506,Night,52,93,14,1,45,1
EMP0653,50,29,27222,Night,18,72,5,1,15,0
EMP0654,18,0,24363,Rotational,15,78,13,3,36,0
EMP0655,35,13,31613,Day,27,71,1,3,14,0
EMP0656,49,30,42628,Day,3,95,2,1,20,0
EMP0657,28,8,16136,Day,50,69,0,3,39,1
EMP0658,38,16,23161,Day,54,75,2,2,36,0
EMP0659,43,23,35574,Rotational,14,87,14,1,27,0
EMP0660,42,23,38902,Night,0,78,6,1,17,0
EMP0661,39,19,14810,Night,47,99,4,3,26,1
EMP0662,44,22,23663,Day,46,65,3,3,41,1
EMP0663,30,10,18152,Day,15,63,14,3,4,0
EMP0664,50,31,12012,Day,53,89,14,2,3,1
EMP0665,51,32,23162,Night,19,98,12,1,19,0
EMP0666,58,39,34322,Night,32,90,11,4,41,0
EMP0667,52,30,19999,Day,16,86,7,2,40,0
EMP0668,18,0,19219,Rotational,4,80,7,2,39,0
EMP0669,38,16,17328,Night,4,96,0,1,7,1
EMP0670,23,3,15621,Night,57,68,8,4,36,1
EMP0671,45,26,36256,Day,38,94,13,1,19,0
EMP0672,34,14,23314,Rotational,12,80,8,2,12,0
EMP0673,22,1,12652,Day,43,76,1,3,20,1
EMP0674,48,28,28182,Day,35,83,1,1,38,0
EMP0675,22,1,27659,Rotational,29,90,7,1,12,0
EMP0676,55,35,22435,Rotational,56,65,11,3,29,1
EMP0677,20,0,40067,Rotational,3,94,10,4,30,0
EMP0678,40,20,34258,Night,22,96,5,4,20,0
EMP0679,54,32,40287,Day,20,72,2,1,4,0
EMP0680,54,32,15688,Night,20,84,11,3,2,1
EMP0681,27,8,19689,Rotational,5,91,1,1,47,0
EMP0682,27,5,13379,Night,23,60,4,3,30,1
EMP0683,36,15,39624,Rotational,46,94,14,2,23,0
EMP0684,34,15,37964,Rotational,52,78,7,3,6,0
EMP0685,38,19,34891,Day,30,71,5,1,18,0
EMP0686,31,11,24516,Day,18,99,11,5,22,0
EMP0687,26,4,25886,Day,37,99,2,4,37,0
EMP0688,18,0,32307,Night,11,79,11,1,4,0
EMP0689,30,9,36843,Day,13,92,11,3,43,0
EMP0690,21,1,17912,Rotational,49,88,8,3,11,1
EMP0691,18,0,33514,Day,59,75,7,4,41,0
EMP0692,57,38,33823,Night,11,73,9,1,35,0
EMP0693,49,30,40797,Day,55,66,5,5,11,1
EMP0694,51,32,18449,Day,55,65,0,2,34,1
EMP0695,45,24,13725,Day,14,80,1,5,9,0
EMP0696,48,27,27870,Night,18,95,3,2,31,0
EMP0697,25,6,21304,Rotational,27,81,1,2,42,0
EMP0698,56,36,19522,Rotational,39,99,2,1,32,0
EMP0699,43,22,25663,Rotational,40,78,13,2,43,0
EMP0700,51,31,16784,Day,4,84,7,3,35,0
EMP0701,20,0,21472,Day,4,62,8,2,49,0
EMP0702,29,7,40952,Night,5,95,5,2,11,0
EMP0703,18,0,22055,Rotational,22,93,3,4,17,0
EMP0704,22,0,41508,Day,2,70,10,4,36,0
EMP0705,47,28,24676,Day,36,86,1,1,2,0
EMP0706,47,28,37192,Day,32,61,6,1,24,0
EMP0707,34,14,36722,Night,42,65,9,3,46,1
EMP0708,40,21,19446,Rotational,57,61,10,4,15,1
EMP0709,32,12,16725,Night,20,76,6,5,28,1
EMP0710,54,34,32061,Rotational,19,99,9,1,3,0
EMP0711,38,19,34671,Rotational,0,73,8,1,29,0
EMP0712,31,11,13409,Day,38,69,4,4,45,1
EMP0713,19,0,20205,Day,46,92,9,4,13,0
EMP0714,28,8,28365,Day,16,71,3,3,22,0
EMP0715,56,35,12256,Day,28,91,9,4,31,0
EMP0716,55,35,27704,Day,7,83,5,2,7,0
EMP0717,51,30,41902,Rotational,25,73,11,5,48,0
EMP0718,55,34,13195,Day,27,64,1,2,48,1
EMP0719,51,31,23415,Day,33,64,1,2,26,0
EMP0720,35,15,33686,Night,25,91,11,2,31,0
EMP0721,47,26,23662,Night,12,92,8,1,38,0
EMP0722,32,11,40743,Rotational,43,63,6,2,38,1
EMP0723,44,24,44161,Rotational,36,89,6,1,4,0
EMP0724,51,31,14402,Night,12,76,12,4,35,1
EMP0725,55,36,25275,Night,37,62,4,5,33,1
EMP0726,50,29,40182,Day,24,72,6,5,3,0
EMP0727,41,20,26915,Day,46,95,8,2,19,0
EMP0728,32,13,12909,Rotational,22,77,9,5,9,0
EMP0729,47,26,12372,Night,21,82,4,1,46,1
EMP0730,59,37,34620,Rotational,20,94,8,4,19,0
EMP0731,34,13,20515,Day,53,92,0,2,19,0
EMP0732,22,3,14431,Rotational,29,95,12,3,26,0
EMP0733,46,24,33054,Rotational,10,76,14,5,13,0
EMP0734,21,1,44624,Rotational,3,98,11,5,22,0
EMP0735,27,8,22585,Day,32,93,2,2,48,0
EMP0736,34,15,43958,Rotational,46,71,6,5,8,0
EMP0737,27,7,13695,Day,11,64,3,5,24,1
EMP0738,34,15,13403,Night,8,99,14,3,26,1
EMP0739,37,16,29810,Rotational,31,86,1,1,48,0
EMP0740,41,21,20855,Rotational,10,99,11,2,41,0
EMP0741,22,3,22839,Day,36,72,13,2,41,0
EMP0742,51,31,12010,Rotational,23,85,2,3,3,0
EMP0743,23,3,21230,Day,6,73,6,3,7,0
EMP0744,19,0,41256,Rotational,7,91,7,1,2,0
EMP0745,30,8,37651,Night,32,70,10,4,33,0
EMP0746,28,9,44383,Night,24,97,8,2,12,0
EMP0747,40,18,25662,Night,0,75,5,5,48,0
EMP0748,33,14,25739,Rotational,2,81,9,1,12,0
EMP0749,48,27,13789,Rotational,39,75,8,2,10,0
EMP0750,28,7,31420,Night,27,72,3,1,41,0
EMP0751,33,12,35761,Night,42,71,11,4,27,1
EMP0752,25,6,29357,Day,32,77,4,2,18,1
EMP0753,21,1,23317,Day,45,88,0,5,4,0
EMP0754,57,37,33534,Night,0,77,13,2,40,0
EMP0755,21,0,37734,Night,37,61,8,1,23,1
EMP0756,42,20,44872,Rotational,52,61,8,4,21,1
EMP0757,20,0,19689,Night,26,62,8,1,36,1
EMP0758,49,27,15567,Day,37,88,2,1,30,0
EMP0759,20,1,32732,Day,34,67,12,3,48,0
EMP0760,44,25,32774,Day,9,70,14,1,21,1
EMP0761,46,24,35195,Day,11,71,9,4,23,0
EMP0762,49,27,34257,Day,9,91,9,5,21,0
EMP0763,36,14,16394,Day,53,63,9,3,8,1
EMP0764,38,16,34228,Night,33,68,7,1,39,1
EMP0765,22,1,24388,Day,23,83,2,2,13,0
EMP0766,35,14,23319,Day,27,75,12,3,40,0
EMP0767,45,23,18475,Day,21,76,5,4,22,0
EMP0768,59,40,43555,Day,44,81,4,2,7,0
EMP0769,39,18,30158,Night,15,66,7,4,24,1
EMP0770,38,19,26728,Rotational,12,69,2,2,5,0
EMP0771,23,3,41545,Rotational,35,88,13,5,26,0
EMP0772,18,0,43100,Rotational,35,95,0,4,10,0
EMP0773,22,0,28150,Rotational,42,83,11,2,11,0
EMP0774,58,38,44876,Day,22,73,8,4,40,0
EMP0775,29,8,15239,Rotational,13,73,9,3,38,0
EMP0776,43,22,42615,Rotational,31,84,8,4,11,0
EMP0777,51,31,25746,Night,2,81,2,4,48,0
EMP0778,31,12,32921,Night,26,82,1,2,30,0
EMP0779,43,22,34745,Night,18,91,3,4,4,0
EMP0780,44,22,13245,Day,21,85,13,5,2,0
EMP0781,26,6,36853,Day,56,86,7,1,13,0
EMP0782,43,21,39632,Day,0,71,5,3,39,0
EMP0783,39,19,24856,Night,4,78,9,2,17,0
EMP0784,47,26,17105,Rotational,48,78,14,4,23,1
EMP0785,34,15,14513,Night,32,93,14,4,45,1
EMP0786,43,23,14801,Day,50,91,0,4,10,1
EMP0787,53,33,44345,Night,18,88,14,3,13,1
EMP0788,18,0,25895,Rotational,35,80,7,1,42,0
EMP0789,25,4,20221,Day,50,94,4,5,39,0
EMP0790,52,30,18038,Rotational,5,64,12,5,42,0
EMP0791,32,11,44031,Rotational,59,71,5,2,29,0
EMP0792,39,17,27082,Day,14,66,4,1,16,0
EMP0793,31,11,26648,Rotational,35,61,9,1,3,0
EMP0794,43,21,12364,Night,55,84,4,3,36,1
EMP0795,45,26,26110,Rotational,32,69,2,4,4,0
EMP0796,40,19,17958,Rotational,23,97,13,1,36,0
EMP0797,31,10,21096,Rotational,26,65,3,4,16,0
EMP0798,41,21,19436,Night,48,86,4,3,41,1
EMP0799,19,0,33177,Rotational,10,94,10,2,6,0
EMP0800,43,24,38754,Rotational,48,69,10,2,42,1
EMP0801,31,9,36544,Night,22,68,1,4,28,1
EMP0802,24,4,24638,Day,32,79,5,4,36,0
EMP0803,20,1,12179,Day,40,96,1,1,23,0
EMP0804,40,19,15873,Day,45,94,3,3,12,1
EMP0805,35,14,29570,Rotational,46,96,11,2,42,0
EMP0806,55,36,29157,Day,55,99,0,1,31,0
EMP0807,52,30,16460,Night,28,67,3,5,12,1
EMP0808,32,10,12352,Rotational,30,90,13,1,32,0
EMP0809,42,22,33586,Rotational,0,75,6,4,25,0
EMP0810,54,33,17344,Rotational,33,87,14,5,29,0
EMP0811,45,26,16507,Day,17,65,13,1,19,1
EMP0812,27,5,44885,Day,17,91,7,3,22,0
EMP0813,56,36,28865,Day,5,87,1,2,24,0
EMP0814,34,13,39213,Rotational,51,70,2,5,33,0
EMP0815,56,35,16477,Night,39,82,0,3,36,1
EMP0816,39,19,18533,Rotational,0,89,14,1,45,0
EMP0817,43,23,35396,Night,46,68,6,4,40,0
EMP0818,42,20,24755,Rotational,41,87,3,4,46,0
EMP0819,34,15,12865,Night,29,83,10,3,16,1
EMP0820,30,9,23173,Rotational,3,87,9,4,2,0
EMP0821,37,18,23254,Rotational,31,83,7,2,8,0
EMP0822,42,21,16018,Night,9,74,4,3,13,1
EMP0823,21,0,17192,Night,42,98,8,3,30,1
EMP0824,27,8,14015,Night,4,92,5,4,1,1
EMP0825,20,0,15380,Night,8,93,10,3,12,1
EMP0826,58,36,40343,Night,4,81,9,1,49,0
EMP0827,35,14,15770,Night,10,88,1,5,7,1
EMP0828,53,33,17829,Night,34,93,0,5,48,1
EMP0829,39,18,27545,Night,26,69,0,4,14,1
EMP0830,51,29,30263,Rotational,3,89,11,2,42,0
EMP0831,25,4,37675,Night,9,70,11,2,35,0
EMP0832,57,35,37362,Night,38,93,13,4,28,0
EMP0833,36,14,12148,Rotational,32,80,13,4,12,0
EMP0834,59,38,13754,Rotational,58,72,8,3,40,1
EMP0835,58,37,38745,Day,37,84,0,2,48,0
EMP0836,54,32,19378,Day,7,80,2,5,24,0
EMP0837,23,3,32140,Night,48,60,11,4,1,1
EMP0838,43,24,21371,Night,23,64,1,5,17,1
EMP0839,51,29,38999,Day,38,81,14,5,38,0
EMP0840,23,2,24779,Day,32,66,14,2,28,0
EMP0841,54,33,43075,Night,40,72,14,5,33,0
EMP0842,50,30,42697,Day,42,82,11,3,24,0
EMP0843,39,20,21795,Night,18,80,3,3,47,0
EMP0844,38,16,16218,Rotational,1,65,0,2,45,1
EMP0845,23,1,23672,Rotational,54,79,14,3,6,0
EMP0846,23,4,43042,Day,10,71,0,4,21,0
EMP0847,21,0,23009,Rotational,34,99,3,2,45,0
EMP0848,47,28,31544,Rotational,16,68,12,5,4,0
EMP0849,28,7,41381,Rotational,41,87,12,4,33,0
EMP0850,47,28,37287,Rotational,2,70,13,2,10,0
EMP0851,48,26,14586,Night,21,91,3,5,36,1
EMP0852,41,22,14648,Night,34,70,6,5,13,1
EMP0853,26,6,30101,Day,20,83,7,5,36,0
EMP0854,20,0,33692,Rotational,24,74,12,5,48,0
EMP0855,48,27,19407,Rotational,38,94,7,5,9,0
EMP0856,57,38,29254,Rotational,1,76,7,2,31,0
EMP0857,54,32,27234,Day,0,84,13,3,4,0
EMP0858,53,33,34211,Night,6,94,13,5,20,0
EMP0859,41,20,41480,Rotational,19,78,11,4,8,0
EMP0860,48,27,36846,Night,42,90,13,2,27,1
EMP0861,23,1,27321,Day,54,76,8,1,36,0
EMP0862,19,0,24646,Night,5,82,0,3,9,0
EMP0863,37,17,34117,Rotational,54,60,8,4,43,1
EMP0864,45,26,16893,Night,35,69,9,5,24,1
EMP0865,28,6,21476,Night,50,67,7,2,37,1
EMP0866,21,2,29270,Day,59,85,0,2,41,0
EMP0867,32,12,33702,Day,20,93,6,5,40,0
EMP0868,23,4,16382,Day,50,78,8,4,30,1
EMP0869,47,26,13785,Day,45,73,3,2,26,1
EMP0870,55,36,23735,Night,34,67,12,3,4,1
EMP0871,19,0,42177,Night,35,60,14,4,1,1
EMP0872,32,12,42712,Day,7,84,12,5,20,0
EMP0873,28,8,28679,Day,49,83,8,4,28,0
EMP0874,25,6,29064,Rotational,3,79,0,4,45,0
EMP0875,43,22,42563,Rotational,42,89,8,1,24,0
EMP0876,22,0,38867,Day,15,64,5,5,28,0
EMP0877,23,2,31502,Night,2,62,3,3,28,1
EMP0878,43,24,12760,Day,6,91,11,5,5,0
EMP0879,21,2,36142,Night,1,76,11,1,32,0
EMP0880,36,14,29290,Night,0,64,4,5,30,1
EMP0881,37,18,17499,Rotational,57,70,14,5,21,1
EMP0882,50,30,12364,Day,0,97,6,3,42,0
EMP0883,37,17,31797,Day,37,63,9,1,16,0
EMP0884,29,9,44535,Night,50,98,12,5,8,1
EMP0885,18,0,28105,Day,6,78,3,5,12,0
EMP0886,43,23,19939,Rotational,23,98,7,2,32,0
EMP0887,31,12,25936,Rotational,4,82,2,5,25,0
EMP0888,55,33,27863,Day,20,76,1,3,3,0
EMP0889,54,32,24561,Day,27,72,0,2,26,0
EMP0890,28,8,22447,Rotational,17,86,13,1,36,0
EMP0891,53,34,42624,Day,23,60,12,4,17,0
EMP0892,30,9,24411,Night,57,61,5,3,27,1
EMP0893,20,0,31465,Day,31,77,1,1,22,0
EMP0894,50,31,31642,Night,44,95,7,2,45,1
EMP0895,23,3,43262,Day,32,92,14,4,38,0
EMP0896,27,5,42363,Day,9,95,10,1,35,0
EMP0897,22,3,14107,Rotational,8,61,9,3,46,1
EMP0898,40,19,19928,Night,48,63,12,2,7,1
EMP0899,27,6,31317,Rotational,32,75,3,3,3,0
EMP0900,19,0,37017,Day,32,63,8,3,6,0
EMP0901,30,10,25528,Rotational,6,68,3,2,13,0
EMP0902,57,36,25313,Day,3,80,3,5,46,0
EMP0903,19,0,13559,Day,27,82,12,3,15,0
EMP0904,37,18,27167,Day,22,61,11,2,26,0
EMP0905,18,0,27343,Night,52,62,7,3,48,1
EMP0906,54,35,19523,Night,31,82,11,5,33,0
EMP0907,26,5,40439,Night,43,85,12,2,15,1
EMP0908,34,13,27524,Rotational,15,66,7,1,39,0
EMP0909,26,4,25285,Day,45,95,4,1,41,0
EMP0910,28,8,22973,Rotational,54,92,2,1,47,0
EMP0911,32,12,34694,Rotational,9,95,11,4,14,0
EMP0912,41,19,16302,Day,13,63,1,3,19,1
EMP0913,55,33,34391,Rotational,38,82,14,3,28,0
EMP0914,52,32,16611,Day,35,84,8,2,24,0
EMP0915,47,26,21372,Day,33,85,13,4,41,0
EMP0916,48,27,36312,Day,23,87,8,3,33,0
EMP0917,22,2,26080,Day,17,87,4,2,12,0
EMP0918,31,10,27082,Rotational,15,80,13,5,10,0
EMP0919,28,6,42677,Rotational,40,69,12,3,7,0
EMP0920,26,5,32874,Rotational,36,86,14,3,46,0
EMP0921,51,30,20378,Night,40,74,7,5,1,0
EMP0922,29,10,13597,Rotational,24,76,6,5,15,0
EMP0923,52,33,23600,Rotational,7,98,2,3,1,0
EMP0924,52,33,15747,Night,23,94,11,5,45,1
EMP0925,18,0,25879,Day,19,64,4,2,20,0
EMP0926,57,37,25017,Day,47,75,14,3,2,0
EMP0927,39,17,36815,Day,29,82,12,3,3,0
EMP0928,46,25,30964,Night,19,98,8,1,36,0
EMP0929,25,5,40812,Rotational,17,68,3,3,16,0
EMP0930,28,7,36714,Rotational,3,92,2,1,29,0
EMP0931,58,36,30890,Rotational,47,94,6,5,44,0
EMP0932,54,33,16725,Rotational,35,99,7,5,36,0
EMP0933,31,9,32684,Night,5,83,4,2,44,0
EMP0934,47,26,38325,Rotational,2,83,12,1,39,0
EMP0935,52,30,44542,Day,17,83,7,3,3,0
EMP0936,38,17,25092,Night,46,78,4,1,37,1
EMP0937,54,32,42382,Night,39,98,8,5,44,0
EMP0938,22,3,37457,Day,17,84,6,5,12,0
EMP0939,36,15,18131,Day,55,90,4,2,20,0
EMP0940,31,10,37215,Rotational,22,97,12,5,23,0
EMP0941,43,23,24612,Day,34,84,8,1,22,0
EMP0942,21,1,25091,Night,5,86,4,3,32,0
EMP0943,42,20,41759,Night,53,91,7,3,7,1
EMP0944,59,38,12559,Night,25,70,11,1,22,1
EMP0945,42,20,12713,Rotational,20,64,3,2,44,1
EMP0946,35,16,27184,Rotational,23,92,8,3,2,0
EMP0947,57,37,27261,Day,14,78,11,1,14,0
EMP0948,25,3,32372,Rotational,26,75,5,1,16,0
EMP0949,56,34,44140,Rotational,31,94,5,5,24,0
EMP0950,57,37,44544,Night,11,70,13,5,7,0
EMP0951,31,10,12037,Night,4,70,2,2,4,1
EMP0952,49,27,24697,Day,6,69,12,2,37,0
EMP0953,55,35,43707,Night,21,93,2,2,46,0
EMP0954,50,29,38016,Rotational,26,64,3,1,41,0
EMP0955,40,21,35984,Day,14,82,0,1,5,0
EMP0956,32,12,17167,Day,38,84,5,5,2,0
EMP0957,50,28,12432,Night,44,88,0,3,5,1
EMP0958,42,23,16151,Night,56,99,10,2,3,1
EMP0959,34,13,18411,Night,34,72,3,4,42,0
EMP0960,50,29,42788,Day,25,91,14,2,8,0
EMP0961,19,0,38623,Night,22,93,12,5,26,0
EMP0962,31,11,34104,Rotational,12,71,6,1,10,0
EMP0963,57,37,12256,Day,25,83,11,5,34,0
EMP0964,57,36,30066,Night,2,99,5,5,46,0
EMP0965,56,37,44746,Rotational,28,80,7,5,36,0
EMP0966,23,2,14460,Rotational,1,88,3,4,12,0
EMP0967,23,1,15216,Night,27,82,8,4,20,1
EMP0968,20,0,26267,Rotational,22,92,9,2,29,0
EMP0969,24,2,21581,Day,35,67,7,1,14,0
